,Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,No.,Ht,Wt,Birth Date,Birth,Exp,College,Season,Team
13,17.0,Lindy Waters III,27.0,SG,14,0,8.8,1.1,3.1,0.364,1.1,2.7,0.395,0.1,0.4,0.167,0.534,0.0,0.0,,0.3,0.7,1.0,0.7,0.4,0.1,0.2,0.5,3.4,,43,6-6,215.0,"July 28, 1997",us US,3,Oklahoma State,2024,DET
14,19.0,Bobi Klintman,21.0,SF,8,0,5.3,0.8,1.3,0.6,0.3,0.6,0.4,0.5,0.6,0.8,0.7,0.1,0.3,0.5,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1.0,1.9,,34,6-9,225.0,"March 6, 2003",se SE,R,Wake Forest,2024,DET
0,1.0,Paolo Banchero,22.0,PF,46,46,34.4,9.0,19.8,0.452,1.9,5.9,0.32,7.1,13.9,0.509,0.5,6.1,8.4,0.727,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,25.9,,5.0,6-10,250.0,"November 12, 2002",us US,2,Duke,2024,ORL
1,2.0,Franz Wagner,23.0,SF,60,60,33.7,9.0,19.4,0.463,1.7,5.9,0.295,7.2,13.5,0.535,0.507,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,24.2,,22.0,6-10,225.0,"August 27, 2001",de DE,3,Michigan,2024,ORL
2,3.0,Kentavious Caldwell-Pope,31.0,SG,77,77,29.6,3.1,7.1,0.439,1.5,4.3,0.342,1.6,2.8,0.589,0.543,1.1,1.2,0.863,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,8.7,,3.0,6-5,204.0,"February 18, 1993",us US,11,Georgia,2024,ORL
3,4.0,Jalen Suggs,23.0,PG,35,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,,4.0,6-5,205.0,"June 3, 2001",us US,3,Gonzaga,2024,ORL
4,5.0,Wendell Carter Jr.,25.0,C,68,51,25.9,3.3,7.2,0.46,0.5,2.3,0.234,2.8,4.9,0.568,0.498,1.9,2.6,0.737,2.2,5.0,7.2,2.0,0.8,0.6,1.1,2.9,9.1,,34.0,6-10,270.0,"April 16, 1999",us US,6,Duke,2024,ORL
5,6.0,Anthony Black,21.0,PG,78,10,24.2,3.4,7.9,0.423,0.8,2.5,0.318,2.6,5.4,0.471,0.473,1.9,2.5,0.761,0.7,2.3,2.9,3.1,1.1,0.6,1.8,2.1,9.4,,0.0,6-7,198.0,"January 20, 2004",us US,1,Arkansas,2024,ORL
6,7.0,Tristan Da Silva,23.0,SF,74,38,22.0,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,,23.0,6-8,217.0,"May 15, 2001",de DE,R,Colorado,2024,ORL
7,8.0,Goga Bitadze,25.0,C,70,42,20.4,3.0,4.8,0.611,0.0,0.4,0.107,2.9,4.4,0.656,0.615,1.2,1.9,0.639,2.4,4.2,6.6,2.0,0.7,1.4,1.0,2.1,7.2,,35.0,6-11,250.0,"July 20, 1999",ge GE,5,,2024,ORL
8,9.0,Moritz Wagner,27.0,C,30,1,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,,21.0,6-11,245.0,"April 26, 1997",de DE,6,Michigan,2024,ORL
9,10.0,Cole Anthony,24.0,PG,67,22,18.4,3.4,8.1,0.424,1.1,3.3,0.353,2.3,4.9,0.471,0.494,1.4,1.7,0.823,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,9.4,,50.0,6-2,185.0,"May 15, 2000",us US,4,UNC,2024,ORL
10,11.0,Jonathan Isaac,27.0,PF,71,1,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,0.474,1.0,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,,1.0,6-10,230.0,"October 3, 1997",us US,5,Florida State,2024,ORL
11,12.0,Gary Harris,30.0,SG,48,3,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,,14.0,6-4,210.0,"September 14, 1994",us US,10,Michigan State,2024,ORL
12,14.0,Caleb Houstan,22.0,SF,58,6,13.6,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,,2.0,6-8,205.0,"January 9, 2003",ca CA,2,Michigan,2024,ORL
13,15.0,Cory Joseph,33.0,PG,50,16,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,3.5,,10.0,6-2,200.0,"August 20, 1991",ca CA,13,Texas,2024,ORL
14,16.0,Jett Howard,21.0,SF,60,0,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.479,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,,13.0,6-8,215.0,"September 14, 2003",us US,1,Michigan,2024,ORL
0,1.0,Trae Young,26.0,PG,76,76,36.0,7.4,18.1,0.411,2.9,8.4,0.34,4.6,9.7,0.474,0.491,6.5,7.4,0.875,0.5,2.6,3.1,11.6,1.2,0.2,4.7,1.9,24.2,,11,6-1,164.0,"September 19, 1998",us US,6,Oklahoma,2024,ATL
1,2.0,Jalen Johnson,23.0,SF,36,36,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,,1,6-9,220.0,"December 18, 2001",us US,3,Duke,2024,ATL
2,3.0,Dyson Daniels,21.0,SG,76,76,33.8,6.0,12.1,0.493,1.1,3.1,0.34,4.9,9.1,0.545,0.536,1.1,1.8,0.593,1.6,4.3,5.9,4.4,3.0,0.7,2.0,2.3,14.1,,5,6-8,199.0,"March 17, 2003",au AU,2,,2024,ATL
3,5.0,Onyeka Okongwu,24.0,C,74,40,27.9,5.2,9.2,0.567,0.6,2.0,0.324,4.6,7.2,0.634,0.602,2.2,2.9,0.759,3.0,5.9,8.9,2.3,0.9,0.9,1.2,2.6,13.4,,17,6-8,235.0,"December 11, 2000",us US,4,USC,2024,ATL
4,7.0,Caris LeVert,30.0,SG,26,0,26.6,5.6,11.6,0.482,1.8,5.2,0.338,3.8,6.3,0.6,0.558,2.0,2.8,0.722,0.7,3.0,3.7,2.9,0.9,0.5,1.0,2.0,14.9,,3,6-6,205.0,"August 25, 1994",us US,8,Michigan,2024,ATL
5,9.0,Zaccharie Risacher,19.0,SF,75,73,24.6,4.8,10.4,0.458,1.6,4.6,0.355,3.1,5.8,0.54,0.537,1.4,2.0,0.711,1.1,2.4,3.6,1.2,0.7,0.5,1.2,2.0,12.6,,10,6-8,200.0,"April 8, 2005",es ES,R,,2024,ATL
6,10.0,Georges Niang,31.0,PF,28,2,23.0,4.3,9.7,0.441,2.7,6.6,0.413,1.6,3.1,0.5,0.581,0.8,1.0,0.793,0.5,2.5,3.0,1.6,0.4,0.3,1.2,2.6,12.1,,20,6-7,230.0,"June 17, 1993",us US,8,Iowa State,2024,ATL
7,11.0,Terance Mann,28.0,SG,30,1,22.7,3.9,7.3,0.541,1.1,2.9,0.386,2.8,4.3,0.646,0.619,0.8,1.2,0.667,1.2,1.9,3.1,2.1,0.6,0.1,0.7,2.0,9.8,,14,6-5,215.0,"October 18, 1996",us US,5,Florida State,2024,ATL
8,12.0,Clint Capela,30.0,C,55,41,21.4,4.0,7.1,0.559,0.0,0.0,0.0,4.0,7.1,0.56,0.559,0.9,1.8,0.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,,15,6-10,240.0,"May 18, 1994",ch CH,10,,2024,ATL
9,13.0,Vit Krejci,24.0,PG,57,16,20.2,2.5,5.1,0.497,1.6,3.6,0.437,1.0,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,,27,6-8,195.0,"June 19, 2000",cz CZ,3,,2024,ATL
10,14.0,Larry Nance Jr.,32.0,PF,24,3,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,22,6-8,245.0,"January 1, 1993",us US,9,Wyoming,2024,ATL
11,15.0,Garrison Mathews,28.0,SG,47,2,17.7,2.2,5.5,0.397,1.8,4.6,0.39,0.4,0.8,0.436,0.562,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,,24,6-5,215.0,"October 24, 1996",us US,5,Lipscomb,2024,ATL
12,16.0,Mouhamed Gueye,22.0,PF,33,28,16.2,2.2,5.2,0.421,0.6,2.5,0.259,1.5,2.7,0.567,0.482,1.0,1.3,0.762,1.3,2.9,4.2,0.8,0.8,1.0,0.5,1.7,6.0,,18,6-11,210.0,"November 9, 2002",sn SN,1,Washington State,2024,ATL
13,19.0,Kobe Bufkin,21.0,SG,10,0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,4,6-4,195.0,"September 21, 2003",us US,1,Michigan,2024,ATL
14,21.0,Dominick Barlow,21.0,SF,35,4,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,,0,6-9,221.0,"May 26, 2003",us US,2,,2024,ATL
0,2.0,Coby White,24.0,SG,74,73,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.9,7.3,0.544,0.55,3.7,4.1,0.902,0.3,3.4,3.7,4.5,0.9,0.2,2.4,2.1,20.4,,0,6-5,195.0,"February 16, 2000",us US,5,UNC,2024,CHI
1,3.0,Nikola VuÄeviÄ,34.0,C,73,72,31.2,7.5,14.2,0.53,1.8,4.4,0.402,5.8,9.8,0.587,0.592,1.6,2.0,0.805,2.4,7.6,10.1,3.5,0.8,0.7,1.6,2.2,18.5,,9,6-10,260.0,"October 24, 1990",ch CH,13,USC,2024,CHI
2,4.0,Ayo Dosunmu,25.0,SG,46,26,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,,11,6-5,200.0,"January 17, 2000",us US,3,Illinois,2024,CHI
3,5.0,Josh Giddey,22.0,PG,70,69,30.2,5.3,11.4,0.465,1.5,4.0,0.378,3.8,7.4,0.512,0.531,2.5,3.2,0.781,1.8,6.3,8.1,7.2,1.2,0.6,2.9,1.7,14.6,,3,6-8,210.0,"October 10, 2002",au AU,3,,2024,CHI
4,6.0,Kevin Huerter,26.0,SG,26,16,30.0,5.0,11.3,0.439,2.7,7.2,0.376,2.3,4.2,0.546,0.558,0.6,0.8,0.714,0.4,2.8,3.3,3.2,1.2,0.3,1.2,2.0,13.2,,13,6-7,190.0,"August 27, 1998",us US,6,Maryland,2024,CHI
5,7.0,Tre Jones,25.0,PG,18,9,25.3,4.6,8.1,0.572,0.6,1.2,0.5,4.0,6.8,0.585,0.61,1.7,1.9,0.882,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5,,30,6-1,185.0,"January 8, 2000",us US,4,Duke,2024,CHI
6,8.0,Patrick Williams,23.0,PF,63,36,25.0,3.3,8.2,0.397,1.5,4.3,0.353,1.7,3.9,0.447,0.49,1.0,1.3,0.723,0.7,3.1,3.8,2.0,0.8,0.5,1.4,1.4,9.0,,44,6-7,215.0,"August 26, 2001",us US,4,Florida State,2024,CHI
7,9.0,Lonzo Ball,27.0,PG,35,14,22.2,2.5,6.9,0.366,1.9,5.6,0.344,0.6,1.4,0.458,0.504,0.6,0.8,0.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,,2,6-6,190.0,"October 27, 1997",us US,5,UCLA,2024,CHI
8,10.0,Zach Collins,27.0,PF,28,8,19.7,3.3,6.1,0.541,0.6,2.1,0.3,2.6,3.9,0.673,0.594,1.4,1.5,0.884,2.3,4.4,6.7,2.1,0.5,0.5,1.3,2.2,8.6,,12,6-11,250.0,"November 19, 1997",us US,6,Gonzaga,2024,CHI
9,11.0,Matas Buzelis,20.0,SF,80,31,18.9,3.2,6.9,0.454,1.2,3.3,0.361,2.0,3.6,0.54,0.541,1.1,1.4,0.815,0.7,2.8,3.5,1.0,0.4,0.9,0.9,1.6,8.6,,14,6-10,209.0,"October 13, 2004",us US,R,,2024,CHI
10,12.0,Jalen Smith,24.0,C,64,2,15.0,3.0,6.4,0.466,1.1,3.5,0.324,1.8,2.9,0.634,0.554,1.1,1.4,0.809,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.5,8.2,,7,6-10,215.0,"March 16, 2000",us US,4,Maryland,2024,CHI
11,13.0,Julian Phillips,21.0,SF,79,5,14.2,1.6,3.6,0.446,0.6,1.9,0.327,1.0,1.7,0.582,0.533,0.8,1.0,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,,15,6-8,198.0,"November 5, 2003",us US,1,Tennessee,2024,CHI
12,14.0,Dalen Terry,22.0,SG,73,5,13.5,1.6,3.7,0.448,0.5,1.4,0.356,1.1,2.2,0.506,0.517,0.7,0.9,0.71,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,,25,6-7,195.0,"July 12, 2002",us US,2,Arizona,2024,CHI
13,16.0,Talen Horton-Tucker,24.0,SG,58,0,12.5,2.3,5.0,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,,22,6-4,234.0,"November 25, 2000",us US,5,Iowa State,2024,CHI
14,17.0,Jevon Carter,29.0,PG,36,1,8.9,1.5,4.1,0.377,1.0,2.9,0.333,0.6,1.1,0.488,0.497,0.2,0.3,0.8,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,,5,6-1,200.0,"September 14, 1995",us US,6,West Virginia,2024,CHI
0,1.0,Tyler Herro,25.0,SG,77,77,35.4,8.5,17.9,0.472,3.3,8.7,0.375,5.2,9.2,0.565,0.563,3.7,4.2,0.878,0.5,4.7,5.2,5.5,0.9,0.2,2.6,1.1,23.9,,14,6-5,195.0,"January 20, 2000",us US,5,Kentucky,2024,MIA
1,2.0,Bam Adebayo,27.0,C,78,78,34.3,6.9,14.3,0.485,1.0,2.8,0.357,5.9,11.4,0.517,0.521,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1,,13,6-9,255.0,"July 18, 1997",us US,7,Kentucky,2024,MIA
2,3.0,Andrew Wiggins,29.0,SF,17,17,32.1,6.8,14.8,0.458,2.1,5.9,0.36,4.6,8.9,0.523,0.53,3.4,4.6,0.731,1.4,2.9,4.2,3.3,1.2,1.0,2.5,1.8,19.0,,22,6-7,197.0,"February 23, 1995",ca CA,10,Kansas,2024,MIA
3,4.0,Davion Mitchell,26.0,PG,30,15,31.6,3.9,7.7,0.504,1.4,3.1,0.447,2.5,4.6,0.543,0.595,1.1,1.6,0.702,0.6,2.1,2.7,5.3,1.4,0.3,1.7,2.3,10.3,,45,6-2,205.0,"September 5, 1998",us US,3,"Auburn, Baylor",2024,MIA
4,6.0,Terry Rozier,30.0,PG,64,23,25.9,3.9,9.9,0.391,1.4,4.8,0.295,2.5,5.1,0.48,0.462,1.4,1.7,0.852,0.7,3.0,3.7,2.6,0.6,0.2,1.2,1.1,10.6,,2,6-1,190.0,"March 17, 1994",us US,9,Louisville,2024,MIA
5,7.0,Nikola JoviÄ,21.0,PF,46,10,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,,5,6-10,209.0,"June 9, 2003",gb GB,2,,2024,MIA
6,8.0,Haywood Highsmith,28.0,SF,74,42,24.6,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1.0,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,,24,6-7,220.0,"December 9, 1996",us US,4,Wheeling University,2024,MIA
7,9.0,Duncan Robinson,30.0,SF,74,37,24.1,3.9,9.0,0.437,2.6,6.5,0.393,1.4,2.4,0.556,0.581,0.6,0.7,0.887,0.2,2.0,2.3,2.4,0.5,0.1,1.2,1.8,11.0,,55,6-7,215.0,"April 22, 1994",us US,6,"Williams, Michigan",2024,MIA
8,10.0,Kel'el Ware,20.0,C,64,36,22.2,4.0,7.3,0.554,0.5,1.7,0.315,3.5,5.5,0.629,0.592,0.7,1.0,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.3,,7,7-0,230.0,"April 20, 2004",us US,R,"Oregon, Indiana",2024,MIA
9,11.0,Jaime Jaquez Jr.,23.0,SF,66,17,20.7,3.2,7.0,0.461,0.6,1.8,0.311,2.7,5.2,0.513,0.501,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6,,11,6-6,225.0,"February 18, 2001",us US,1,UCLA,2024,MIA
10,14.0,Kyle Anderson,31.0,SF,25,1,18.4,2.6,5.4,0.493,0.2,0.7,0.333,2.4,4.6,0.517,0.515,1.2,1.5,0.789,1.0,2.8,3.8,2.6,0.6,0.5,0.7,1.6,6.7,,20,6-9,230.0,"September 20, 1993",us US,10,UCLA,2024,MIA
11,15.0,Alec Burks,33.0,SG,49,14,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1.0,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,,18,6-6,214.0,"July 20, 1991",us US,13,Colorado,2024,MIA
12,16.0,Pelle Larsson,23.0,SG,55,8,14.2,1.6,3.7,0.438,0.6,1.7,0.337,1.0,2.0,0.528,0.517,0.7,1.1,0.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,,9,6-5,215.0,"February 23, 2001",se SE,R,"Utah, Arizona",2024,MIA
13,18.0,Kevin Love,36.0,PF,23,9,10.9,1.8,5.0,0.357,1.0,2.9,0.358,0.7,2.1,0.354,0.461,0.7,1.0,0.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,,42,6-8,251.0,"September 7, 1988",us US,16,UCLA,2024,MIA
14,19.0,Keshad Johnson,23.0,SF,16,0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,,16,6-6,225.0,"June 23, 2001",us US,R,"San Diego State, Arizona",2024,MIA
0,1.0,Scottie Barnes,23.0,PF,65,65,32.8,7.3,16.4,0.446,1.2,4.3,0.271,6.1,12.0,0.508,0.482,3.5,4.6,0.755,1.7,6.0,7.7,5.8,1.4,1.0,2.8,1.7,19.3,,4.0,6-7,227.0,"August 1, 2001",us US,3,Florida State,2024,TOR
1,2.0,RJ Barrett,24.0,SF,58,58,32.2,7.9,16.9,0.468,1.8,5.3,0.35,6.1,11.7,0.522,0.523,3.4,5.4,0.63,1.1,5.3,6.3,5.4,0.8,0.3,2.8,2.4,21.1,,9.0,6-6,214.0,"June 14, 2000",ca CA,5,Duke,2024,TOR
2,3.0,Jakob Poeltl,29.0,C,57,56,29.6,6.4,10.2,0.627,0.0,0.1,0.333,6.4,10.1,0.628,0.628,1.7,2.5,0.674,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.1,14.5,,19.0,7-0,245.0,"October 15, 1995",at AT,8,Utah,2024,TOR
3,4.0,Gradey Dick,21.0,SG,54,54,29.4,4.9,12.0,0.41,2.1,6.0,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,,1.0,6-6,205.0,"November 20, 2003",us US,1,Kansas,2024,TOR
4,5.0,Immanuel Quickley,25.0,PG,33,33,27.8,5.6,13.3,0.42,2.6,6.8,0.378,3.0,6.5,0.465,0.517,3.4,3.9,0.867,0.5,3.1,3.5,5.8,0.7,0.1,1.8,1.8,17.1,,5.0,6-3,190.0,"June 17, 1999",us US,4,Kentucky,2024,TOR
5,6.0,Ochai Agbaji,24.0,SG,64,45,27.2,4.2,8.3,0.498,1.6,4.0,0.399,2.6,4.4,0.587,0.593,0.5,0.8,0.708,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4,,30.0,6-5,215.0,"April 20, 2000",us US,2,Kansas,2024,TOR
6,7.0,Colin Castleton,24.0,C,11,4,26.2,2.9,5.8,0.5,0.2,0.7,0.25,2.7,5.1,0.536,0.516,1.2,1.6,0.722,3.1,3.8,6.9,1.6,0.5,0.7,1.9,2.9,7.2,,11.0,6-11,250.0,"May 25, 2000",us US,1,"Michigan, Florida",2024,TOR
7,10.0,Ja'Kobe Walter,20.0,SG,52,18,21.2,3.1,7.6,0.405,1.3,3.6,0.349,1.8,4.0,0.454,0.487,1.3,1.6,0.795,1.1,1.9,3.1,1.6,0.8,0.2,1.0,1.8,8.6,,14.0,6-5,180.0,"September 4, 2004",us US,R,Baylor,2024,TOR
8,11.0,Jonathan Mogbo,23.0,PF,63,18,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1.0,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,,2.0,6-9,225.0,"October 29, 2001",us US,R,"Missouri State, San Francisco",2024,TOR
9,14.0,Jamal Shead,22.0,PG,75,11,19.6,2.7,6.7,0.405,1.0,3.0,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,23.0,6-0,200.0,"June 24, 2002",us US,R,Houston,2024,TOR
10,16.0,A.J. Lawson,24.0,SG,26,2,18.7,3.1,7.3,0.421,1.3,3.9,0.327,1.8,3.4,0.528,0.508,1.7,2.4,0.683,0.8,2.5,3.3,1.2,0.5,0.2,0.6,1.7,9.1,,0.0,6-6,179.0,"July 15, 2000",ca CA,2,South Carolina,2024,TOR
11,17.0,Jamison Battle,23.0,SF,59,10,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,77.0,6-7,220.0,"May 10, 2001",us US,R,"George Washington, Minnesota, Ohio State",2024,TOR
12,18.0,Chris Boucher,32.0,PF,50,0,17.2,3.6,7.4,0.492,1.4,3.9,0.363,2.2,3.5,0.633,0.586,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,,25.0,6-9,200.0,"January 11, 1993",lc LC,7,"New Mexico Junior College, Northwest College, Oregon",2024,TOR
13,22.0,Garrett Temple,38.0,SG,28,0,8.1,0.6,2.1,0.3,0.2,1.0,0.214,0.4,1.1,0.375,0.35,0.4,0.4,0.917,0.3,0.7,1.0,1.1,0.6,0.1,0.4,0.8,1.9,,17.0,6-5,195.0,"May 8, 1986",us US,14,LSU,2024,TOR
0,2.0,Cameron Johnson,28.0,PF,57,57,31.6,6.2,13.1,0.475,2.8,7.2,0.39,3.4,5.9,0.578,0.582,3.5,3.9,0.893,0.9,3.4,4.3,3.4,0.9,0.4,1.7,1.8,18.8,,2,6-8,210.0,"March 3, 1996",us US,5,"Pitt, UNC",2024,BRK
1,3.0,Cam Thomas,23.0,SG,25,23,31.2,8.0,18.2,0.438,2.7,7.8,0.349,5.2,10.4,0.506,0.513,5.3,6.0,0.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,,24,6-4,210.0,"October 13, 2001",jp JP,3,LSU,2024,BRK
2,5.0,Drew Timme,24.0,PF,9,2,28.2,5.0,11.3,0.441,1.0,3.9,0.257,4.0,7.4,0.537,0.485,1.1,1.8,0.625,1.9,5.3,7.2,2.2,0.4,0.1,1.7,2.3,12.1,,26,6-10,235.0,"September 9, 2000",us US,R,Gonzaga,2024,BRK
3,7.0,Nic Claxton,25.0,C,70,62,26.9,4.6,8.1,0.563,0.1,0.3,0.238,4.5,7.8,0.576,0.568,1.1,2.2,0.513,2.2,5.1,7.4,2.2,0.9,1.4,1.2,2.1,10.3,,33,6-11,215.0,"April 17, 1999",us US,5,Georgia,2024,BRK
4,8.0,Jalen Wilson,24.0,PF,79,22,25.7,3.1,7.8,0.397,1.5,4.6,0.337,1.6,3.3,0.481,0.495,1.7,2.1,0.818,0.9,2.5,3.4,1.8,0.5,0.1,1.0,2.1,9.5,,22,6-8,225.0,"November 4, 2000",us US,1,Kansas,2024,BRK
5,10.0,D'Angelo Russell,28.0,PG,29,26,24.7,4.1,11.3,0.367,2.0,6.6,0.297,2.2,4.7,0.467,0.454,2.6,3.2,0.826,0.4,2.4,2.8,5.6,1.1,0.7,2.0,2.1,12.9,,1,6-3,193.0,"February 23, 1996",us US,9,Ohio State,2024,BRK
6,11.0,Ziaire Williams,23.0,SF,63,45,24.5,3.4,8.3,0.412,1.6,4.8,0.341,1.8,3.5,0.509,0.511,1.6,2.0,0.821,1.0,3.6,4.6,1.3,1.0,0.4,1.1,2.4,10.0,,"1, 8",6-9,215.0,"September 12, 2001",us US,3,Stanford,2024,BRK
7,12.0,Keon Johnson,22.0,SG,79,56,24.4,3.8,9.9,0.389,1.6,5.1,0.314,2.2,4.8,0.468,0.47,1.4,1.8,0.77,0.8,3.0,3.8,2.2,1.0,0.4,1.5,2.6,10.6,,45,6-5,186.0,"March 10, 2002",us US,3,Tennessee,2024,BRK
8,14.0,Noah Clowney,20.0,PF,46,20,22.7,2.9,8.1,0.358,1.9,5.7,0.333,1.0,2.4,0.414,0.474,1.5,1.7,0.838,0.9,3.0,3.9,0.9,0.5,0.5,1.0,2.3,9.1,,21,6-10,210.0,"July 14, 2004",us US,1,Alabama,2024,BRK
9,15.0,Tyrese Martin,25.0,SG,60,11,21.9,3.2,7.8,0.406,1.7,4.7,0.351,1.5,3.1,0.492,0.513,0.8,1.0,0.793,1.0,2.7,3.7,2.0,0.6,0.2,1.2,1.3,8.7,,13,6-6,215.0,"March 7, 1999",us US,1,"Rhode Island, UConn",2024,BRK
10,17.0,Trendon Watford,24.0,PF,44,6,20.8,3.7,8.0,0.469,0.7,2.0,0.33,3.1,6.0,0.515,0.51,2.1,2.8,0.762,0.8,2.8,3.6,2.6,0.6,0.3,1.9,2.2,10.2,,9,6-9,240.0,"November 9, 2000",us US,3,LSU,2024,BRK
11,19.0,Day'Ron Sharpe,23.0,C,50,2,18.1,3.3,6.3,0.521,0.2,0.9,0.244,3.1,5.4,0.566,0.538,1.1,1.5,0.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,,20,6-11,265.0,"November 6, 2001",us US,3,UNC,2024,BRK
