,Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,No.,Ht,Wt,Birth Date,Birth,Exp,College,Season,Team
4,5.0,Gary Harris,29.0,SG,54,27,24.0,2.4,5.5,0.441,1.4,3.8,0.371,1.0,1.7,0.598,0.569,0.6,0.8,0.756,0.4,1.2,1.7,1.6,0.9,0.3,0.6,1.7,6.9,,14,6-4,210,"September 14, 1994",us US,9,Michigan State,2024,ORL
5,6.0,Cole Anthony,23.0,PG,81,0,22.4,4.1,9.4,0.435,1.1,3.4,0.338,3.0,6.0,0.49,0.496,2.2,2.7,0.826,0.8,3.0,3.8,2.9,0.8,0.5,1.6,2.2,11.6,,50,6-2,185,"May 15, 2000",us US,3,UNC,2024,ORL
6,7.0,Markelle Fultz,25.0,PG,43,18,21.2,3.6,7.6,0.472,0.1,0.4,0.222,3.5,7.2,0.487,0.479,0.5,0.8,0.697,1.3,1.9,3.2,2.8,1.0,0.3,1.2,1.5,7.8,,20,6-4,209,"May 29, 1998",us US,6,Washington,2024,ORL
7,8.0,Moritz Wagner,26.0,C,80,1,17.7,4.2,6.9,0.601,0.5,1.4,0.33,3.7,5.5,0.673,0.636,2.1,2.6,0.814,1.5,2.9,4.3,1.2,0.5,0.3,1.2,2.0,10.9,,21,6-11,245,"April 26, 1997",de DE,5,Michigan,2024,ORL
8,9.0,Joe Ingles,36.0,SF,68,0,17.2,1.5,3.3,0.436,1.0,2.4,0.435,0.4,1.0,0.439,0.59,0.4,0.5,0.824,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,4.4,,7,6-8,220,"October 2, 1987",au AU,9,,2024,ORL
9,10.0,Anthony Black,20.0,PG,69,33,16.9,1.7,3.6,0.466,0.5,1.4,0.394,1.1,2.2,0.51,0.54,0.7,1.2,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6,,0,6-7,198,"January 20, 2004",us US,R,Arkansas,2024,ORL
10,11.0,Jonathan Isaac,26.0,PF,58,2,15.8,2.5,4.9,0.51,0.7,1.9,0.375,1.8,3.0,0.598,0.584,1.0,1.4,0.72,1.3,3.2,4.5,0.5,0.7,1.2,0.5,1.1,6.8,6MOY-9,1,6-10,230,"October 3, 1997",us US,4,Florida State,2024,ORL
11,12.0,Goga Bitadze,24.0,C,62,33,15.4,2.0,3.4,0.603,0.0,0.2,0.143,2.0,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0,,35,6-11,250,"July 20, 1999",ge GE,4,,2024,ORL
12,13.0,Caleb Houstan,21.0,SF,59,13,13.8,1.4,3.5,0.388,1.2,3.3,0.373,0.1,0.2,0.615,0.563,0.4,0.4,0.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3,,2,6-8,205,"January 9, 2003",ca CA,1,Michigan,2024,ORL
13,14.0,Trevelin Queen,26.0,SG,14,0,11.8,1.0,2.7,0.368,0.2,1.2,0.176,0.8,1.5,0.524,0.408,0.6,0.9,0.75,0.2,1.2,1.4,1.3,0.5,0.4,0.5,1.1,2.9,,12,6-6,190,"February 25, 1997",us US,2,"College of Marin, New Mexico Military Institute, New Mexico State",2024,ORL
14,15.0,Chuma Okeke,25.0,SF,47,8,9.2,0.9,2.4,0.357,0.5,1.7,0.28,0.4,0.6,0.567,0.46,0.1,0.1,0.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,0.4,2.3,,3,6-6,229,"August 18, 1998",us US,3,Auburn,2024,ORL
15,16.0,Jett Howard,20.0,SF,18,0,3.7,0.6,1.7,0.333,0.4,1.4,0.28,0.2,0.3,0.6,0.45,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,0.2,1.6,,13,6-8,215,"September 14, 2003",us US,R,Michigan,2024,ORL
16,17.0,Admiral Schofield,26.0,PF,23,0,3.7,0.4,1.1,0.385,0.3,0.7,0.375,0.2,0.4,0.4,0.5,0.0,0.1,0.0,0.1,0.6,0.7,0.3,0.0,0.0,0.2,0.4,1.1,,25,6-5,241,"March 30, 1997",gb GB,3,Tennessee,2024,ORL
17,18.0,Kevon Harris,26.0,SG,2,0,3.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0,,8,6-5,216,"June 24, 1997",us US,1,Stephen F. Austin,2024,ORL
0,1.0,Tyrese Haliburton,23.0,PG,69,68,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,"AS,NBA3",0,6-5,185,"February 29, 2000",us US,3,Iowa State,2024,IND
1,2.0,Pascal Siakam,29.0,PF,41,41,31.8,8.7,15.8,0.549,1.0,2.5,0.386,7.7,13.3,0.58,0.579,3.0,4.2,0.699,2.1,5.7,7.8,3.7,0.8,0.4,1.4,2.6,21.3,,43,6-8,230,"April 2, 1994",cm CM,7,New Mexico State,2024,IND
2,3.0,Bruce Brown,27.0,SG,33,33,29.7,4.5,9.5,0.475,1.0,3.1,0.327,3.5,6.5,0.545,0.527,2.0,2.5,0.817,0.8,3.9,4.7,3.0,1.1,0.2,1.2,2.5,12.1,,11,6-4,202,"August 15, 1996",us US,5,Miami (FL),2024,IND
3,4.0,Aaron Nesmith,24.0,SF,72,47,27.7,4.4,8.8,0.496,1.9,4.6,0.419,2.4,4.2,0.581,0.606,1.5,1.9,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,,23,6-5,215,"October 16, 1999",us US,3,Vanderbilt,2024,IND
4,5.0,Myles Turner,27.0,C,77,77,27.0,6.2,11.8,0.524,1.5,4.2,0.358,4.7,7.6,0.615,0.587,3.2,4.1,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3.0,17.1,,33,6-11,250,"March 24, 1996",us US,8,Texas,2024,IND
5,6.0,Bennedict Mathurin,21.0,SF,59,19,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.7,7.6,0.481,0.507,3.1,3.8,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,2.0,14.5,,0,6-6,210,"June 19, 2002",ca CA,1,Arizona,2024,IND
6,7.0,Buddy Hield,31.0,SF,52,28,25.7,4.4,9.9,0.443,2.6,6.9,0.384,1.8,3.1,0.575,0.575,0.5,0.6,0.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0,,7,6-4,220,"December 17, 1992",bs BS,7,Oklahoma,2024,IND
7,8.0,Andrew Nembhard,24.0,PG,68,47,25.0,3.8,7.7,0.498,0.9,2.5,0.357,2.9,5.2,0.567,0.557,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,9.2,,2,6-5,193,"January 16, 2000",ca CA,1,"Florida, Gonzaga",2024,IND
8,9.0,Obi Toppin,25.0,PF,82,28,21.1,4.0,7.1,0.573,1.2,3.1,0.403,2.8,4.0,0.706,0.661,0.9,1.2,0.77,1.0,2.9,3.9,1.6,0.6,0.5,0.8,1.7,10.3,,1,6-9,220,"March 4, 1998",us US,3,Dayton,2024,IND
9,10.0,T.J. McConnell,31.0,PG,71,4,18.2,4.6,8.4,0.556,0.3,0.6,0.409,4.4,7.7,0.568,0.572,0.7,0.9,0.79,0.5,2.2,2.7,5.5,1.0,0.1,1.5,1.1,10.2,6MOY-7,9,6-1,190,"March 25, 1992",us US,8,"Duquesne, Arizona",2024,IND
10,11.0,Jalen Smith,23.0,C,61,14,17.2,3.8,6.5,0.592,1.0,2.4,0.424,2.8,4.1,0.689,0.67,1.2,1.7,0.692,1.8,3.7,5.5,1.0,0.3,0.6,0.7,2.0,9.9,,25,6-10,215,"March 16, 2000",us US,3,Maryland,2024,IND
11,12.0,Ben Sheppard,22.0,SG,57,1,14.3,1.6,4.0,0.393,0.9,2.7,0.314,0.7,1.3,0.562,0.5,0.4,0.5,0.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4,,26,6-6,190,"July 16, 2001",us US,R,Belmont,2024,IND
12,13.0,Isaiah Jackson,22.0,C,59,3,13.1,2.6,3.9,0.665,0.0,0.1,0.0,2.6,3.9,0.677,0.665,1.2,1.7,0.716,1.6,2.4,4.0,0.8,0.6,1.0,0.7,2.3,6.5,,22,6-10,206,"January 10, 2002",us US,2,Kentucky,2024,IND
13,14.0,Doug McDermott,32.0,SF,18,0,11.3,1.6,3.8,0.406,1.0,3.1,0.321,0.6,0.7,0.769,0.536,0.1,0.1,0.5,0.1,0.5,0.6,0.7,0.3,0.0,0.2,0.9,4.2,,20,6-6,225,"January 3, 1992",us US,9,Creighton,2024,IND
14,15.0,Jarace Walker,20.0,PF,33,0,10.3,1.4,3.3,0.409,0.7,1.7,0.4,0.7,1.7,0.418,0.509,0.2,0.3,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6,,5,6-8,240,"September 4, 2003",us US,R,Houston,2024,IND
15,16.0,Jordan Nwora,25.0,SF,18,0,10.2,2.1,4.6,0.451,0.6,2.0,0.306,1.4,2.6,0.565,0.518,0.5,0.6,0.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,,13,6-8,225,"September 9, 1998",us US,3,Louisville,2024,IND
16,17.0,Daniel Theis,31.0,C,1,0,8.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,27,6-8,245,"April 4, 1992",de DE,6,,2024,IND
17,18.0,Oscar Tshiebwe,24.0,PF,8,0,5.3,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,0.8,1.0,0.75,1.0,1.0,2.0,0.3,0.3,0.1,0.0,0.4,3.3,,44,6-9,260,"November 27, 1999",cd CD,R,"West Virginia, Kentucky",2024,IND
18,19.0,James Johnson,36.0,PF,9,0,5.2,0.3,1.1,0.3,0.0,0.2,0.0,0.3,0.9,0.375,0.3,0.2,0.2,1.0,0.1,0.3,0.4,0.9,0.6,0.1,0.6,1.0,0.9,,16,6-7,240,"February 20, 1987",us US,14,Wake Forest,2024,IND
19,20.0,Kendall Brown,20.0,SG,15,0,4.2,0.5,1.0,0.533,0.0,0.1,0.0,0.5,0.9,0.615,0.533,0.3,0.5,0.625,0.2,0.1,0.3,0.3,0.0,0.0,0.1,0.6,1.4,,10,6-8,205,"May 11, 2003",us US,1,Baylor,2024,IND
20,21.0,Isaiah Wong,23.0,SG,1,0,4.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,21,6-4,184,"January 28, 2001",us US,R,Miami (FL),2024,IND
21,22.0,Quenton Jackson,25.0,PG,3,0,3.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.7,0.7,1.0,0.0,1.3,1.3,0.7,0.3,0.0,0.0,0.3,0.7,,29,6-5,175,"September 15, 1998",us US,1,Texas A&M,2024,IND
0,1.0,Tyrese Maxey,23.0,PG,70,70,37.5,9.1,20.3,0.45,3.0,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,"MIP-1,AS",0,6-2,200,"November 4, 2000",us US,3,Kentucky,2024,PHI
1,2.0,Tobias Harris,31.0,PF,70,70,33.8,6.6,13.6,0.487,1.3,3.7,0.353,5.3,9.9,0.537,0.535,2.7,3.0,0.878,1.1,5.3,6.5,3.1,1.0,0.7,1.3,1.6,17.2,,12,6-8,226,"July 15, 1992",us US,12,Tennessee,2024,PHI
2,3.0,Joel Embiid,29.0,C,39,39,33.6,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,0.561,10.2,11.6,0.883,2.4,8.6,11.0,5.6,1.2,1.7,3.8,2.9,34.7,AS,21,7-0,280,"March 16, 1994",cm CM,7,Kansas,2024,PHI
3,4.0,Kelly Oubre Jr.,28.0,SF,68,52,30.2,5.7,12.9,0.441,1.5,4.8,0.311,4.2,8.1,0.517,0.498,2.6,3.4,0.75,1.4,3.6,5.0,1.5,1.1,0.7,1.3,2.9,15.4,,9,6-8,203,"December 9, 1995",us US,8,Kansas,2024,PHI
4,5.0,Kyle Lowry,37.0,PG,23,20,28.4,2.6,5.9,0.444,1.6,3.9,0.404,1.0,2.0,0.522,0.578,1.2,1.4,0.848,0.4,2.4,2.8,4.6,0.9,0.3,1.4,2.3,8.0,,7,6-0,196,"March 25, 1986",us US,17,Villanova,2024,PHI
5,6.0,De'Anthony Melton,25.0,SG,38,33,26.9,3.7,9.5,0.386,2.0,5.6,0.36,1.6,3.8,0.425,0.493,1.7,2.1,0.835,0.7,3.0,3.7,3.0,1.6,0.4,1.0,2.2,11.1,,8,6-2,200,"May 28, 1998",us US,5,USC,2024,PHI
6,7.0,Nicolas Batum,35.0,PF,57,38,25.9,2.0,4.4,0.456,1.2,3.1,0.399,0.7,1.2,0.6,0.599,0.3,0.4,0.714,1.2,3.0,4.2,2.2,0.8,0.6,0.7,1.8,5.5,,40,6-8,230,"December 14, 1988",fr FR,15,,2024,PHI
7,8.0,Buddy Hield,31.0,SG,32,14,25.8,4.4,10.4,0.426,2.6,6.6,0.389,1.9,3.8,0.492,0.55,0.8,0.8,0.923,0.8,2.3,3.2,3.0,0.8,0.3,1.3,2.1,12.2,,17,6-4,220,"December 17, 1992",bs BS,7,Oklahoma,2024,PHI
8,9.0,P.J. Tucker,38.0,PF,3,3,22.0,0.7,1.7,0.4,0.7,1.7,0.4,0.0,0.0,,0.6,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0,,17,6-5,245,"May 5, 1985",us US,12,Texas,2024,PHI
9,10.0,Patrick Beverley,35.0,PG,47,5,19.6,2.2,5.1,0.432,0.7,2.3,0.321,1.5,2.8,0.523,0.504,1.1,1.3,0.81,0.6,2.4,3.1,3.1,0.5,0.4,1.0,1.8,6.3,,22,6-2,180,"July 12, 1988",us US,11,Arkansas,2024,PHI
10,11.0,Cameron Payne,29.0,PG,31,8,19.4,3.5,8.4,0.413,1.7,4.4,0.382,1.8,4.0,0.447,0.514,0.7,0.7,0.913,0.5,1.3,1.8,3.1,0.6,0.3,1.1,1.7,9.3,,22,6-3,183,"August 8, 1994",us US,8,Murray State,2024,PHI
11,12.0,Paul Reed,24.0,C,82,24,19.4,3.2,5.9,0.54,0.3,0.7,0.368,2.9,5.2,0.563,0.561,0.7,1.0,0.718,2.4,3.6,6.0,1.3,0.8,1.0,0.8,2.4,7.3,,44,6-9,210,"June 14, 1999",us US,3,DePaul,2024,PHI
12,13.0,Marcus Morris,34.0,PF,37,7,17.2,2.4,5.5,0.439,1.0,2.4,0.4,1.5,3.1,0.47,0.527,0.8,1.0,0.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7,,5,6-8,218,"September 2, 1989",us US,12,Kansas,2024,PHI
13,14.0,Robert Covington,33.0,SF,26,3,16.1,1.5,3.4,0.449,0.7,1.8,0.354,0.9,1.6,0.561,0.545,0.8,0.9,0.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5,,33,6-7,209,"December 14, 1990",us US,10,Tennessee State,2024,PHI
14,15.0,Danuel House Jr.,30.0,SF,34,4,15.0,1.4,3.1,0.448,0.4,1.5,0.3,0.9,1.6,0.582,0.519,1.0,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,,25,6-6,220,"June 7, 1993",us US,7,Texas A&M,2024,PHI
15,16.0,Mo Bamba,25.0,C,57,17,13.0,1.7,3.5,0.49,0.4,1.1,0.391,1.3,2.4,0.537,0.553,0.6,0.9,0.68,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8,4.4,,"5, 7",7-0,231,"May 12, 1998",us US,5,Texas,2024,PHI
16,17.0,KJ Martin,23.0,SF,58,2,12.3,1.6,2.9,0.544,0.1,0.4,0.304,1.5,2.6,0.581,0.564,0.4,0.7,0.538,0.7,1.5,2.2,0.9,0.3,0.2,0.5,1.7,3.7,,1,6-6,215,"January 6, 2001",us US,3,,2024,PHI
17,18.0,Jeff Dowtin,26.0,PG,12,0,11.8,1.7,3.0,0.556,0.8,1.6,0.474,0.9,1.4,0.647,0.681,0.3,0.3,0.75,0.3,1.4,1.7,2.3,0.6,0.1,0.4,0.1,4.3,,11,6-3,185,"May 10, 1997",us US,2,Rhode Island,2024,PHI
18,19.0,Jaden Springer,21.0,SG,32,1,11.8,1.4,3.7,0.39,0.3,1.2,0.216,1.2,2.5,0.469,0.424,0.9,1.1,0.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0,,11,6-4,204,"September 25, 2002",us US,2,Tennessee,2024,PHI
19,20.0,Danny Green,36.0,SG,2,0,9.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,,14,6-6,215,"June 22, 1987",us US,14,UNC,2024,PHI
20,21.0,Ricky Council IV,22.0,SG,32,0,9.0,1.7,3.5,0.482,0.4,1.0,0.375,1.3,2.5,0.525,0.536,1.7,2.2,0.746,0.4,1.0,1.4,0.5,0.3,0.0,0.2,0.5,5.4,,16,6-6,205,"August 3, 2001",us US,R,"Wichita State, Arkansas",2024,PHI
21,22.0,Furkan Korkmaz,26.0,SG,35,0,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.5,1.0,0.444,0.487,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,,30,6-7,202,"July 24, 1997",tr TR,6,,2024,PHI
22,23.0,D.J. Wilson,27.0,PF,2,0,7.5,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.833,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,5.0,,20,6-10,231,"February 19, 1996",us US,5,Michigan,2024,PHI
23,24.0,Terquavion Smith,21.0,PG,16,0,5.3,1.1,2.9,0.391,0.8,2.2,0.371,0.3,0.7,0.455,0.533,0.2,0.3,0.6,0.0,0.3,0.3,0.8,0.5,0.0,0.4,0.5,3.3,,23,6-4,165,"December 31, 2002",us US,R,NC State,2024,PHI
24,25.0,Kenneth Lofton Jr.,21.0,PF,2,0,4.5,0.5,3.0,0.167,0.0,1.0,0.0,0.5,2.0,0.25,0.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0,,35,6-7,275,"August 14, 2002",us US,1,Louisiana Tech,2024,PHI
25,26.0,Darius Bazley,23.0,PF,3,0,3.3,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.0,,25,6-8,208,"June 12, 2000",us US,4,,2024,PHI
26,27.0,Filip PetruÅ¡ev,23.0,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,33,6-11,234,"April 15, 2000",rs RS,R,Gonzaga,2024,PHI
27,28.0,Javonte Smart,24.0,PG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39,6-4,205,"June 3, 1999",us US,1,LSU,2024,PHI
0,1.0,Bam Adebayo,26.0,C,71,71,34.0,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,"DPOY-3,AS",13,6-9,255,"July 18, 1997",us US,6,Kentucky,2024,MIA
1,2.0,Jimmy Butler,34.0,PF,60,60,34.0,6.6,13.2,0.499,1.0,2.4,0.414,5.6,10.8,0.519,0.537,6.6,7.7,0.858,1.8,3.6,5.3,5.0,1.3,0.3,1.7,1.1,20.8,,22,6-7,230,"September 14, 1989",us US,12,"Tyler Junior College, Marquette",2024,MIA
2,3.0,Tyler Herro,24.0,SG,42,40,33.5,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5,20.8,,14,6-5,195,"January 20, 2000",us US,4,Kentucky,2024,MIA
3,4.0,Terry Rozier,29.0,PG,31,30,31.5,6.1,14.5,0.423,2.1,5.7,0.371,4.0,8.7,0.458,0.497,2.0,2.2,0.913,0.6,3.6,4.2,4.6,1.0,0.3,1.3,1.6,16.4,,2,6-1,190,"March 17, 1994",us US,8,Louisville,2024,MIA
4,5.0,Jaime Jaquez Jr.,22.0,SF,75,20,28.2,4.5,9.3,0.489,0.9,2.7,0.322,3.7,6.6,0.558,0.536,1.9,2.3,0.811,1.1,2.7,3.8,2.6,1.0,0.3,1.5,2.2,11.9,"ROY-4,6MOY-9",11,6-6,225,"February 18, 2001",us US,R,UCLA,2024,MIA
5,6.0,Duncan Robinson,29.0,SF,68,36,28.0,4.5,9.9,0.45,2.8,7.0,0.395,1.7,3.0,0.579,0.589,1.2,1.3,0.889,0.2,2.3,2.5,2.8,0.7,0.2,1.4,2.4,12.9,,55,6-7,215,"April 22, 1994",us US,5,"Williams, Michigan",2024,MIA
6,7.0,Kyle Lowry,37.0,PG,37,35,28.0,2.8,6.5,0.426,1.7,4.4,0.385,1.1,2.2,0.506,0.554,0.9,1.1,0.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2,,7,6-0,196,"March 25, 1986",us US,17,Villanova,2024,MIA
7,8.0,Caleb Martin,28.0,SF,64,23,27.4,3.8,8.7,0.431,1.3,3.6,0.349,2.5,5.1,0.489,0.504,1.2,1.5,0.778,1.2,3.2,4.4,2.2,0.7,0.5,1.2,2.0,10.0,,16,6-5,205,"September 28, 1995",us US,4,"NC State, Nevada",2024,MIA
8,9.0,Josh Richardson,30.0,SG,43,6,25.7,3.6,8.1,0.444,1.5,4.4,0.347,2.0,3.7,0.561,0.539,1.2,1.3,0.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,9.9,,0,6-5,200,"September 15, 1993",us US,8,Tennessee,2024,MIA
9,10.0,Haywood Highsmith,27.0,PF,66,26,20.7,2.3,5.0,0.465,1.2,2.9,0.396,1.2,2.1,0.562,0.581,0.3,0.5,0.639,1.0,2.2,3.2,1.1,0.8,0.5,0.5,1.8,6.1,,24,6-7,220,"December 9, 1996",us US,3,Wheeling University,2024,MIA
10,11.0,Delon Wright,31.0,PG,14,1,20.4,1.9,4.7,0.394,0.8,2.1,0.367,1.1,2.6,0.417,0.477,0.9,1.1,0.813,0.4,1.5,1.9,2.6,1.4,0.2,0.2,0.7,5.4,,4,6-5,185,"April 26, 1992",us US,8,Utah,2024,MIA
11,12.0,Nikola JoviÄ,20.0,PF,46,38,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.568,0.7,1.0,0.702,0.5,3.6,4.2,2.0,0.5,0.3,0.9,1.8,7.7,,5,6-10,209,"June 9, 2003",gb GB,1,,2024,MIA
12,13.0,Kevin Love,35.0,PF,55,5,16.8,2.9,6.5,0.44,1.5,4.4,0.344,1.3,2.1,0.643,0.557,1.5,2.0,0.787,1.1,5.1,6.1,2.1,0.3,0.2,0.9,1.8,8.8,,42,6-8,251,"September 7, 1988",us US,15,UCLA,2024,MIA
13,14.0,Patty Mills,35.0,PG,13,5,16.4,2.1,6.2,0.338,0.8,4.1,0.208,1.2,2.1,0.593,0.406,0.8,0.8,1.0,0.3,0.8,1.2,1.5,0.8,0.0,0.6,1.2,5.8,,88,6-2,180,"August 11, 1988",au AU,14,Saint Mary's,2024,MIA
14,15.0,Dru Smith,26.0,SG,9,0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.561,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,,9,6-3,203,"December 30, 1997",us US,1,"University of Evansville, Missouri",2024,MIA
15,16.0,Thomas Bryant,26.0,C,38,4,11.6,2.3,3.9,0.577,0.1,0.6,0.182,2.2,3.3,0.646,0.591,1.1,1.2,0.872,1.1,2.7,3.7,0.6,0.3,0.4,0.6,1.2,5.7,,31,6-10,248,"July 31, 1997",us US,6,Indiana,2024,MIA
16,17.0,Jamal Cain,24.0,PF,26,1,10.0,1.3,3.0,0.43,0.4,1.2,0.355,0.9,1.8,0.479,0.5,0.7,0.9,0.783,0.6,0.8,1.4,0.4,0.4,0.2,0.3,0.8,3.7,,8,6-7,191,"March 20, 1999",us US,1,"Marquette, Oakland",2024,MIA
17,18.0,R.J. Hampton,22.0,PG,8,2,9.5,0.5,1.8,0.286,0.1,1.0,0.125,0.4,0.8,0.5,0.321,0.1,0.3,0.5,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3,,4,6-4,175,"February 7, 2001",us US,3,,2024,MIA
18,19.0,Orlando Robinson,23.0,C,36,7,8.4,1.0,2.0,0.5,0.2,0.4,0.533,0.8,1.6,0.491,0.556,0.5,0.7,0.76,0.8,1.6,2.3,0.9,0.2,0.2,0.5,1.0,2.8,,25,7-0,235,"July 10, 2000",us US,1,Fresno State,2024,MIA
19,20.0,Cole Swider,24.0,SF,18,0,4.8,0.8,2.1,0.395,0.6,1.7,0.333,0.3,0.4,0.625,0.526,0.1,0.1,1.0,0.1,0.3,0.4,0.3,0.1,0.1,0.4,0.2,2.3,,21,6-9,220,"May 8, 1999",us US,1,"Villanova, Syracuse",2024,MIA
20,21.0,Alondes Williams,24.0,SG,7,0,2.3,0.3,1.1,0.25,0.0,0.6,0.0,0.3,0.6,0.5,0.25,0.1,0.1,1.0,0.0,0.1,0.1,0.0,0.0,0.1,0.3,0.3,0.7,,15,6-4,210,"June 19, 1999",us US,1,"Triton College, Oklahoma, Wake Forest",2024,MIA
0,1.0,DeMar DeRozan,34.0,SF,79,79,37.8,8.2,17.2,0.48,0.9,2.8,0.333,7.3,14.3,0.509,0.507,6.6,7.7,0.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2.0,24.0,CPOY-2,11,6-6,220,"August 7, 1989",us US,14,USC,2024,CHI
1,2.0,Coby White,23.0,PG,79,78,36.5,6.8,15.3,0.447,2.6,7.0,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,2.4,19.1,,0,6-5,195,"February 16, 2000",us US,4,UNC,2024,CHI
2,3.0,Zach LaVine,28.0,SG,25,23,34.9,6.8,15.0,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,,8,6-5,200,"March 10, 1995",us US,9,UCLA,2024,CHI
3,4.0,Nikola VuÄeviÄ,33.0,C,76,74,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,,9,6-10,260,"October 24, 1990",ch CH,12,USC,2024,CHI
4,5.0,Ayo Dosunmu,24.0,SG,76,37,29.1,4.7,9.5,0.501,1.6,3.9,0.403,3.2,5.6,0.568,0.583,1.1,1.4,0.81,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2,,12,6-5,200,"January 17, 2000",us US,2,Illinois,2024,CHI
